ST,INSTRUMENT_ID,QUESTION,ANSWER_ID,ANSWER_TEXT,ESTIMATE_PERCENTAGE,SE
IL,2,"In the last week, did this business experience a change in operating revenues/sales/receipts, not including any financial assistance or loans?",1,"Yes, increased",18.70%,1.69%
IL,2,"In the last week, did this business experience a change in operating revenues/sales/receipts, not including any financial assistance or loans?",2,"Yes, decreased",44.50%,2.55%
IL,2,"In the last week, did this business experience a change in operating revenues/sales/receipts, not including any financial assistance or loans?",3,No,36.80%,2.59%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",1,$0 - $500,8.70%,1.14%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",2,"$501 - $2,500",4.40%,0.57%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",3,"$2,501 - $5,000",5.10%,0.84%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",4,"$5,001 - $15,000",13.10%,1.27%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",5,"$15,001 - $50,000",16.90%,1.51%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",6,"$50,001 - $125,000",15.60%,1.22%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",7,"$125,001 - $200,000",6.90%,0.73%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",8,"$200,001 - $500,000",9.80%,1.18%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",9,"$500,001 or more",11.20%,1.37%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",10,Don't know,8.50%,1.08%
IL,4,"In the last week, did this business temporarily close any of its locations for at least one day?",1,Yes,19.00%,1.61%
IL,4,"In the last week, did this business temporarily close any of its locations for at least one day?",2,No,81.00%,1.61%
IL,5,"In the last week, did this business have a change in the number of paid employees?",1,"Yes, increased",8.50%,0.89%
IL,5,"In the last week, did this business have a change in the number of paid employees?",2,"Yes, decreased",12.00%,1.04%
IL,5,"In the last week, did this business have a change in the number of paid employees?",3,No,79.50%,0.87%
IL,6,"In the last week, did this business have a change in the total number of hours worked by paid employees?",1,"Yes, increased",10.20%,1.19%
IL,6,"In the last week, did this business have a change in the total number of hours worked by paid employees?",2,"Yes, decreased",24.30%,1.65%
IL,6,"In the last week, did this business have a change in the total number of hours worked by paid employees?",3,No,65.50%,1.79%
IL,7,"In the last week, did this business have disruptions in its supply chain?",1,Yes,29.10%,1.07%
IL,7,"In the last week, did this business have disruptions in its supply chain?",2,No,70.90%,1.07%
IL,8,"In the last week, did this business shift to the production of other goods or services?",1,Yes,4.00%,0.75%
IL,8,"In the last week, did this business shift to the production of other goods or services?",2,No,96.00%,0.75%
IL,9,"In the last week, did any of this business's locations adopt pickup/carry-out/delivery as their only means of providing goods and services to their customers?",1,Yes,7.30%,0.73%
IL,9,"In the last week, did any of this business's locations adopt pickup/carry-out/delivery as their only means of providing goods and services to their customers?",2,No,92.70%,0.73%
IL,10,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",1,1-7 days of business operations,5.50%,0.65%
IL,10,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",2,1-2 weeks of business operations,9.20%,1.48%
IL,10,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",3,3-4 weeks of business operations,17.50%,1.25%
IL,10,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",4,1-2 months of business operations,27.10%,1.97%
IL,10,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",5,3 or more months of business operations,27.60%,1.64%
IL,10,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",6,No cash available for business operations,2.20%,0.51%
IL,10,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",7,Don't know,10.90%,1.24%
IL,11,"Since March 13, 2020, has this business missed any loan payments?",1,Yes,4.00%,0.54%
IL,11,"Since March 13, 2020, has this business missed any loan payments?",2,No,96.00%,0.54%
IL,12,"Since March 13, 2020, has this business missed any other scheduled payments, not including loans?",1,Yes,14.60%,1.41%
IL,12,"Since March 13, 2020, has this business missed any other scheduled payments, not including loans?",2,No,85.40%,1.41%
